Project_ID,Description,Risk_Types
2827,"This is a Mixed-Use project in Port Karenfurt, Sudan. Budget: 50.5M, Timeline: 51 months, Past Incidents: 3. Stakeholders are actively involved. high precision required",Quality Issue
2828,"This is a Infrastructure project in Stanleychester, Philippines. Budget: 67.5M, Timeline: 54 months, Past Incidents: 3. The project follows standard practices. located in a high-risk area high carbon footprint","Safety,Environmental"
2829,"This is a Commercial project in New Nicolemouth, Sao Tome and Principe. Budget: 20.5M, Timeline: 19 months, Past Incidents: 0. Stakeholders are actively involved. complex scheduling required material prices are volatile unproven subcontractors","Delay,Budget Overrun,Quality Issue"
2830,"This is a Infrastructure project in Millerhaven, Thailand. Budget: 31.5M, Timeline: 48 months, Past Incidents: 3. The team is experienced. involves heavy machinery scope creep is likely waste management challenges","Safety,Budget Overrun,Environmental"
2831,"This is a Industrial project in Sancheztown, Canada. Budget: 42.9M, Timeline: 59 months, Past Incidents: 5. The project follows standard practices. currency exchange risks potential for soil contamination","Budget Overrun,Environmental"
2832,"This is a Infrastructure project in Shawnhaven, Dominican Republic. Budget: 15.9M, Timeline: 53 months, Past Incidents: 5. The team is experienced. complex scheduling required material prices are volatile","Delay,Budget Overrun"
2833,"This is a Industrial project in South Miranda, Equatorial Guinea. Budget: 42.0M, Timeline: 10 months, Past Incidents: 4. Stakeholders are actively involved. has potential for accidents",Safety
2834,"This is a Infrastructure project in West Pamela, Christmas Island. Budget: 49.0M, Timeline: 48 months, Past Incidents: 0. The project is well-planned. needs strict safety protocols uncertain cost estimates located in a sensitive ecosystem","Safety,Budget Overrun,Environmental"
2835,"This is a Residential project in New Eileenmouth, Lesotho. Budget: 78.5M, Timeline: 9 months, Past Incidents: 3. Stakeholders are actively involved. has a tight deadline contingency budget is low uses new construction techniques high carbon footprint","Delay,Budget Overrun,Quality Issue,Environmental"
2836,"This is a Residential project in North Robert, Tajikistan. Budget: 44.2M, Timeline: 36 months, Past Incidents: 4. The project follows standard practices. needs strict safety protocols may face permitting delays uses new construction techniques","Safety,Delay,Quality Issue"
2837,"This is a Residential project in Amyshire, Australia. Budget: 4.9M, Timeline: 24 months, Past Incidents: 5. The team is experienced. material prices are volatile",Budget Overrun
2838,"This is a Commercial project in Port Brenda, Paraguay. Budget: 47.8M, Timeline: 54 months, Past Incidents: 5. Stakeholders are actively involved. potential supply chain disruptions currency exchange risks complex design","Delay,Budget Overrun,Quality Issue"
2839,"This is a Commercial project in Christineshire, Montserrat. Budget: 67.1M, Timeline: 13 months, Past Incidents: 1. Stakeholders are actively involved. uncertain cost estimates complex design high carbon footprint","Budget Overrun,Quality Issue,Environmental"
2840,"This is a Residential project in Robertberg, Nicaragua. Budget: 62.5M, Timeline: 55 months, Past Incidents: 2. The project follows standard practices. located in a high-risk area complex design","Safety,Quality Issue"
2841,"This is a Industrial project in Stevenhaven, Korea. Budget: 21.4M, Timeline: 41 months, Past Incidents: 3. The project is well-planned. scope creep is likely unproven subcontractors","Budget Overrun,Quality Issue"
2842,"This is a Residential project in Aliciamouth, Mauritania. Budget: 91.4M, Timeline: 11 months, Past Incidents: 0. The project follows standard practices. requires working at heights uncertain cost estimates high precision required","Safety,Budget Overrun,Quality Issue"
2843,"This is a Residential project in Johnsonton, Sweden. Budget: 51.8M, Timeline: 22 months, Past Incidents: 4. The project follows standard practices. involves heavy machinery potential supply chain disruptions uses new construction techniques","Safety,Delay,Quality Issue"
2844,"This is a Mixed-Use project in Moorefurt, Christmas Island. Budget: 6.2M, Timeline: 8 months, Past Incidents: 0. The project follows standard practices. requires working at heights uncertain cost estimates","Safety,Budget Overrun"
2845,"This is a Industrial project in Medinamouth, United States Virgin Islands. Budget: 93.8M, Timeline: 8 months, Past Incidents: 4. Stakeholders are actively involved. involves heavy machinery complex scheduling required material prices are volatile strict environmental regulations","Safety,Delay,Budget Overrun,Environmental"
2846,"This is a Infrastructure project in South Roger, South Georgia and the South Sandwich Islands. Budget: 49.0M, Timeline: 60 months, Past Incidents: 5. The project is well-planned. material prices are volatile",Budget Overrun
2847,"This is a Commercial project in Andrewstad, Mauritania. Budget: 58.8M, Timeline: 6 months, Past Incidents: 0. The team is experienced. located in a high-risk area",Safety
2848,"This is a Industrial project in North Kristenhaven, Korea. Budget: 97.9M, Timeline: 26 months, Past Incidents: 1. The project is well-planned. involves heavy machinery complex scheduling required","Safety,Delay"
2849,"This is a Infrastructure project in Lake Ellenland, Philippines. Budget: 58.7M, Timeline: 11 months, Past Incidents: 2. The project follows standard practices. involves heavy machinery potential supply chain disruptions uncertain cost estimates complex design located in a sensitive ecosystem","Safety,Delay,Budget Overrun,Quality Issue,Environmental"
2850,"This is a Residential project in Melissastad, Denmark. Budget: 97.6M, Timeline: 8 months, Past Incidents: 1. The team is experienced. requires working at heights complex scheduling required","Safety,Delay"
2851,"This is a Mixed-Use project in Kimberlyside, Tokelau. Budget: 7.8M, Timeline: 25 months, Past Incidents: 5. Stakeholders are actively involved. located in a high-risk area located in a sensitive ecosystem","Safety,Environmental"
2852,"This is a Industrial project in East Diane, Guinea. Budget: 70.4M, Timeline: 37 months, Past Incidents: 2. The team is experienced. currency exchange risks high carbon footprint","Budget Overrun,Environmental"
2853,"This is a Commercial project in Ashleeport, Sudan. Budget: 9.7M, Timeline: 59 months, Past Incidents: 4. The project follows standard practices. uses new construction techniques",Quality Issue
2854,"This is a Mixed-Use project in Hughesstad, Peru. Budget: 71.9M, Timeline: 37 months, Past Incidents: 2. The project follows standard practices. involves heavy machinery has a tight deadline contingency budget is low uses new construction techniques potential for soil contamination","Safety,Delay,Budget Overrun,Quality Issue,Environmental"
2855,"This is a Residential project in Gwendolynland, Cuba. Budget: 4.7M, Timeline: 26 months, Past Incidents: 3. The project is well-planned. may face permitting delays",Delay
2856,"This is a Residential project in North Sonyafort, Belgium. Budget: 2.8M, Timeline: 9 months, Past Incidents: 2. The project follows standard practices. material prices are volatile complex design","Budget Overrun,Quality Issue"
2857,"This is a Commercial project in New Chelseaberg, New Zealand. Budget: 99.9M, Timeline: 8 months, Past Incidents: 4. The project is well-planned. uncertain cost estimates waste management challenges","Budget Overrun,Environmental"
2858,"This is a Residential project in Bondborough, Saint Vincent and the Grenadines. Budget: 41.4M, Timeline: 49 months, Past Incidents: 1. The project follows standard practices. strict environmental regulations",Environmental
2859,"This is a Residential project in New Cherylfort, Yemen. Budget: 93.8M, Timeline: 40 months, Past Incidents: 5. Stakeholders are actively involved. located in a high-risk area potential supply chain disruptions scope creep is likely","Safety,Delay,Budget Overrun"
2860,"This is a Industrial project in East Theresa, Kenya. Budget: 49.3M, Timeline: 30 months, Past Incidents: 4. The project is well-planned. has potential for accidents unproven subcontractors","Safety,Quality Issue"
2861,"This is a Industrial project in Port Emilyfort, Peru. Budget: 10.7M, Timeline: 16 months, Past Incidents: 3. The project follows standard practices. material prices are volatile",Budget Overrun
2862,"This is a Infrastructure project in Dannybury, Norfolk Island. Budget: 58.7M, Timeline: 12 months, Past Incidents: 3. The project is well-planned. located in a high-risk area uses new construction techniques","Safety,Quality Issue"
2863,"This is a Industrial project in Amandachester, Cuba. Budget: 40.4M, Timeline: 10 months, Past Incidents: 4. Stakeholders are actively involved. has potential for accidents currency exchange risks","Safety,Budget Overrun"
2864,"This is a Mixed-Use project in Gilmoremouth, Sudan. Budget: 26.3M, Timeline: 23 months, Past Incidents: 5. The project is well-planned. potential for soil contamination",Environmental
2865,"This is a Commercial project in Robertfort, Gambia. Budget: 88.1M, Timeline: 19 months, Past Incidents: 0. Stakeholders are actively involved. complex scheduling required",Delay
2866,"This is a Mixed-Use project in Nicoleside, Equatorial Guinea. Budget: 64.1M, Timeline: 16 months, Past Incidents: 2. The project follows standard practices. material prices are volatile complex design","Budget Overrun,Quality Issue"
2867,"This is a Infrastructure project in Walkerhaven, Solomon Islands. Budget: 73.8M, Timeline: 49 months, Past Incidents: 3. The project is well-planned. potential supply chain disruptions",Delay
2868,"This is a Mixed-Use project in West Danielville, Cote d'Ivoire. Budget: 2.7M, Timeline: 15 months, Past Incidents: 0. The project is well-planned. needs strict safety protocols uncertain cost estimates waste management challenges","Safety,Budget Overrun,Environmental"
2869,"This is a Residential project in South Sherri, Nauru. Budget: 56.1M, Timeline: 34 months, Past Incidents: 0. Stakeholders are actively involved. potential supply chain disruptions",Delay
2870,"This is a Commercial project in Dianeborough, Puerto Rico. Budget: 30.7M, Timeline: 15 months, Past Incidents: 3. Stakeholders are actively involved. involves heavy machinery complex scheduling required scope creep is likely","Safety,Delay,Budget Overrun"
2871,"This is a Residential project in Kathrynmouth, Czech Republic. Budget: 8.7M, Timeline: 7 months, Past Incidents: 2. The project follows standard practices. potential supply chain disruptions material prices are volatile tight quality control needed","Delay,Budget Overrun,Quality Issue"
